Index;year_date_naissance;sexe;Revenus K;Enfant ?;Conduite accompagnée ?;usage_vehicule;type_vehicule;Rouge ?;points_perdus;age_vehicule;type_conduite;mm_yy_date_demande;formule;Tarif
724;1963;M;-25K;VRAI;FAUX;Private;Minivan;VRAI;2;11; Urban;01/02/2022;express;200-299
725;2006;F;50K-75K;FAUX;FAUX;Commercial;Van;FAUX;8;11; Urban;01/04/2022;integral;300-399
726;1938;M;;FAUX;FAUX;Private;Van;FAUX;0;9; Urban;01/05/2022;integral;200-299
727;2021;M;75K-100K;VRAI;VRAI;Commercial;SUV;FAUX;4;6; Urban;01/04/2022;express;200-299
728;2020;F;50K-75K;FAUX;FAUX;Commercial;Pickup;FAUX;0;17; Urban;01/02/2022;express;200-299
729;1994;F;50K-75K;FAUX;FAUX;Commercial;Sports Car;FAUX;3;9; Urban;01/04/2022;integral;300-399
730;1959;M;25K-50K;VRAI;FAUX;Commercial;Pickup;FAUX;0;3; Rural;01/04/2022;integral;300-399
731;1956;M;;VRAI;FAUX;Private;Minivan;VRAI;4;7; Urban;01/03/2022;integral;300-399
732;1985;M;50K-75K;FAUX;FAUX;Private;SUV;FAUX;4;14; Urban;01/02/2022;integral;200-299
733;1963;F;25K-50K;VRAI;FAUX;Private;Minivan;FAUX;0;; Urban;01/03/2022;premium;300-399
734;1983;F;100K-125K;FAUX;FAUX;Commercial;Van;FAUX;3;10; Urban;01/04/2022;integral;300-399
735;2008;M;;FAUX;FAUX;Private;Minivan;VRAI;1;1; Urban;01/03/2022;integral;200-299
736;2008;M;50K-75K;FAUX;FAUX;Commercial;Sports Car;FAUX;0;1; Urban;01/01/2022;integral;200-299
737;2014;F;-25K;VRAI;FAUX;Private;SUV;FAUX;6;1; Rural;01/02/2022;express;200-299
738;1967;M;75K-100K;VRAI;VRAI;Commercial;Minivan;VRAI;0;6; Urban;01/04/2022;integral;300-399
739;1959;F;50K-75K;FAUX;FAUX;Commercial;Panel Truck;VRAI;4;1; Urban;01/04/2022;express;200-299
740;2003;M;25K-50K;FAUX;FAUX;Private;SUV;FAUX;0;1; Urban;01/01/2022;premium;300-399
741;1962;F;125K-150K;VRAI;FAUX;Private;SUV;FAUX;3;14; Urban;01/05/2022;integral;200-299
742;2006;M;75K-100K;FAUX;FAUX;Private;Van;VRAI;2;9; Urban;01/05/2022;premium;500-599
743;1959;M;-25K;VRAI;FAUX;Private;SUV;FAUX;0;1; Rural;01/03/2022;integral;300-399
744;1966;M;50K-75K;VRAI;VRAI;Private;Van;FAUX;3;10; Urban;01/02/2022;integral;300-399
745;1956;M;75K-100K;VRAI;FAUX;Commercial;Minivan;FAUX;3;9; Rural;01/03/2022;express;200-299
746;1969;M;25K-50K;FAUX;FAUX;Private;Minivan;VRAI;0;1; Rural;01/01/2022;integral;300-399
747;1959;M;50K-75K;FAUX;FAUX;Commercial;Minivan;VRAI;0;8; Urban;01/03/2022;express;200-299
748;1957;M;-25K;VRAI;FAUX;Commercial;SUV;FAUX;0;12; Rural;01/04/2022;integral;300-399
749;1956;M;100K-125K;VRAI;FAUX;Private;Minivan;FAUX;1;14; Urban;01/05/2022;express;200-299
750;1950;F;75K-100K;FAUX;FAUX;Private;SUV;FAUX;5;5; Urban;01/03/2022;express;200-299
751;1994;M;100K-125K;FAUX;FAUX;Commercial;SUV;FAUX;0;8; Urban;01/03/2022;integral;300-399
752;2020;M;-25K;VRAI;VRAI;Commercial;Pickup;FAUX;3;9; Urban;01/05/2022;integral;300-399
753;1950;M;25K-50K;FAUX;FAUX;Private;SUV;FAUX;4;3; Urban;01/04/2022;express;200-299
754;1995;F;50K-75K;FAUX;FAUX;Private;Minivan;VRAI;0;20; Urban;01/03/2022;express;200-299
755;1967;M;200K-225K;FAUX;FAUX;Commercial;Panel Truck;VRAI;1;9; Urban;01/03/2022;integral;200-299
756;1985;M;25K-50K;FAUX;FAUX;Private;Pickup;FAUX;2;6; Urban;01/01/2022;integral;300-399
757;1971;F;25K-50K;VRAI;FAUX;Commercial;Pickup;FAUX;7;1; Urban;01/04/2022;express;200-299
758;1964;M;-25K;FAUX;FAUX;Private;Sports Car;FAUX;1;8; Urban;01/04/2022;premium;300-399
759;1995;F;50K-75K;FAUX;FAUX;Private;Sports Car;VRAI;1;10; Urban;01/01/2022;integral;300-399
760;2007;M;100K-125K;VRAI;FAUX;Private;Minivan;FAUX;2;16; Urban;01/01/2022;integral;200-299
761;1982;F;100K-125K;FAUX;FAUX;Private;SUV;FAUX;2;11; Urban;01/03/2022;integral;300-399
762;1969;F;75K-100K;FAUX;FAUX;Private;SUV;VRAI;0;17; Urban;01/05/2022;integral;300-399
763;2017;M;-25K;VRAI;VRAI;Commercial;Pickup;VRAI;2;1; Urban;01/04/2022;express;200-299
764;1976;F;25K-50K;FAUX;FAUX;Private;Minivan;VRAI;0;8; Urban;01/05/2022;premium;300-399
765;2015;M;75K-100K;VRAI;FAUX;Commercial;Pickup;VRAI;0;10; Urban;01/01/2022;integral;300-399
766;1932;M;75K-100K;FAUX;FAUX;Private;SUV;FAUX;2;15; Urban;01/02/2022;express;200-299
767;1996;F;125K-150K;FAUX;FAUX;Private;Pickup;FAUX;2;10; Urban;01/01/2022;integral;300-399
768;1952;M;-25K;VRAI;VRAI;Private;Sports Car;FAUX;0;1; Urban;01/01/2022;integral;300-399
769;1963;F;-25K;VRAI;FAUX;Commercial;Pickup;FAUX;1;7; Rural;01/02/2022;integral;300-399
770;1974;M;75K-100K;FAUX;FAUX;Private;Minivan;VRAI;2;14; Urban;01/04/2022;integral;300-399
771;2009;M;75K-100K;FAUX;FAUX;Private;SUV;FAUX;4;5; Urban;01/05/2022;integral;300-399
772;1988;M;50K-75K;FAUX;FAUX;Commercial;Minivan;VRAI;1;1; Urban;01/05/2022;integral;300-399
773;1972;F;50K-75K;FAUX;FAUX;Private;Minivan;VRAI;0;9; Urban;01/03/2022;integral;200-299
774;1953;M;50K-75K;FAUX;FAUX;Commercial;Pickup;FAUX;3;16; Urban;01/01/2022;express;200-299
775;1995;M;50K-75K;FAUX;FAUX;Commercial;Van;VRAI;2;9; Urban;01/04/2022;integral;200-299
776;1953;M;25K-50K;FAUX;FAUX;Private;SUV;FAUX;2;16; Urban;01/01/2022;integral;300-399
777;1963;M;50K-75K;FAUX;FAUX;Commercial;Pickup;FAUX;0;19; Urban;01/05/2022;integral;200-299
778;1958;M;50K-75K;FAUX;FAUX;Commercial;Pickup;FAUX;4;4; Urban;01/02/2022;integral;300-399
779;1994;F;75K-100K;FAUX;FAUX;Commercial;Panel Truck;FAUX;0;17; Urban;01/02/2022;integral;300-399
780;1959;M;;VRAI;FAUX;Commercial;Panel Truck;FAUX;0;12; Urban;01/05/2022;express;200-299
781;1982;F;100K-125K;VRAI;FAUX;Commercial;SUV;FAUX;1;1; Rural;01/01/2022;integral;200-299
782;1959;M;50K-75K;FAUX;FAUX;Private;Minivan;FAUX;1;16; Rural;01/01/2022;premium;400-499
783;2017;F;75K-100K;VRAI;VRAI;Private;SUV;FAUX;3;22; Urban;01/01/2022;integral;200-299
784;1978;M;150K-175K;FAUX;FAUX;Private;Minivan;VRAI;2;12; Urban;01/04/2022;integral;200-299
785;1973;M;175K-200K;FAUX;FAUX;Private;Minivan;FAUX;1;15; Urban;01/01/2022;premium;400-499
786;1960;M;-25K;FAUX;FAUX;Commercial;Pickup;FAUX;1;11; Urban;01/01/2022;integral;300-399
787;1961;F;50K-75K;FAUX;FAUX;Commercial;Minivan;FAUX;0;1; Rural;01/04/2022;premium;300-399
788;1961;M;75K-100K;FAUX;FAUX;Private;Pickup;VRAI;3;15; Urban;01/03/2022;integral;200-299
789;1945;M;50K-75K;FAUX;FAUX;Commercial;Panel Truck;VRAI;0;16; Urban;01/04/2022;express;200-299
790;1942;F;50K-75K;FAUX;FAUX;Private;Minivan;VRAI;1;1; Urban;01/03/2022;integral;300-399
791;1941;F;-25K;VRAI;FAUX;Private;SUV;FAUX;4;1; Urban;01/03/2022;integral;300-399
792;1959;M;50K-75K;FAUX;FAUX;Commercial;Pickup;FAUX;1;17; Urban;01/03/2022;integral;200-299
793;1938;M;25K-50K;VRAI;FAUX;Commercial;Van;VRAI;0;13; Urban;01/01/2022;integral;300-399
794;1968;M;;FAUX;FAUX;Commercial;SUV;FAUX;1;7; Urban;01/02/2022;express;200-299
795;1954;F;-25K;VRAI;VRAI;Private;SUV;FAUX;0;10; Urban;01/02/2022;premium;400-499
796;1954;M;75K-100K;FAUX;FAUX;Commercial;Sports Car;FAUX;0;1; Urban;01/03/2022;express;200-299
797;1966;M;50K-75K;FAUX;FAUX;Private;Minivan;VRAI;0;12; Urban;01/01/2022;express;200-299
798;1987;F;-25K;FAUX;FAUX;Private;SUV;FAUX;0;9; Urban;01/04/2022;integral;300-399
799;1963;F;125K-150K;VRAI;FAUX;Private;Minivan;FAUX;0;10; Urban;01/04/2022;integral;200-299
800;1939;M;75K-100K;FAUX;FAUX;Private;Pickup;FAUX;0;13; Urban;01/03/2022;integral;300-399
801;1936;F;25K-50K;FAUX;FAUX;Private;Minivan;VRAI;0;9; Rural;01/01/2022;express;200-299
802;1963;F;-25K;VRAI;FAUX;Private;Minivan;VRAI;0;1; Urban;01/02/2022;integral;300-399
803;1961;M;-25K;VRAI;FAUX;Commercial;Sports Car;FAUX;7;8; Urban;01/05/2022;integral;200-299
804;1997;F;;FAUX;FAUX;Private;Van;FAUX;4;1; Urban;01/03/2022;express;200-299
805;2011;F;-25K;FAUX;FAUX;Private;Pickup;FAUX;1;1; Urban;01/03/2022;integral;300-399
806;2019;M;;VRAI;FAUX;Commercial;SUV;FAUX;0;10; Urban;01/02/2022;premium;400-499
807;1957;F;;FAUX;FAUX;Private;SUV;FAUX;0;16; Urban;01/01/2022;integral;300-399
808;1969;M;25K-50K;FAUX;FAUX;Commercial;Panel Truck;VRAI;6;11; Urban;01/05/2022;express;200-299
809;1950;M;175K-200K;VRAI;FAUX;Private;SUV;FAUX;2;18; Urban;01/04/2022;express;200-299
810;1959;M;-25K;VRAI;FAUX;Commercial;SUV;FAUX;2;5; Rural;01/01/2022;integral;300-399
811;1973;M;50K-75K;FAUX;FAUX;Commercial;Panel Truck;VRAI;0;1; Urban;01/05/2022;integral;300-399
812;1977;F;50K-75K;FAUX;FAUX;Commercial;Panel Truck;VRAI;0;15; Urban;01/03/2022;express;200-299
813;1943;F;25K-50K;VRAI;FAUX;Private;Minivan;FAUX;1;3; Urban;01/03/2022;integral;300-399
814;1963;M;-25K;VRAI;FAUX;Private;Pickup;VRAI;0;7; Urban;01/03/2022;integral;300-399
815;1950;M;50K-75K;VRAI;FAUX;Private;SUV;FAUX;4;5; Rural;01/01/2022;express;200-299
816;1964;F;50K-75K;FAUX;FAUX;Private;Minivan;VRAI;0;22; Urban;01/04/2022;integral;300-399
817;1994;M;75K-100K;FAUX;FAUX;Commercial;Pickup;FAUX;1;21; Urban;01/03/2022;premium;400-499
818;2011;M;75K-100K;VRAI;VRAI;Commercial;Van;VRAI;0;14; Urban;01/04/2022;premium;400-499
819;1965;F;25K-50K;VRAI;VRAI;Private;Pickup;FAUX;5;1; Urban;01/02/2022;integral;200-299
820;1947;M;-25K;VRAI;FAUX;Commercial;Minivan;VRAI;6;10; Urban;01/04/2022;integral;300-399
821;1957;F;75K-100K;FAUX;FAUX;Private;Van;FAUX;4;11; Urban;01/03/2022;express;200-299
822;1950;F;25K-50K;VRAI;FAUX;Private;SUV;FAUX;3;1; Urban;01/01/2022;express;200-299
823;2000;F;-25K;VRAI;FAUX;Commercial;SUV;FAUX;1;7; Urban;01/01/2022;express;200-299
824;1955;M;125K-150K;VRAI;FAUX;Private;Minivan;FAUX;8;15; Urban;01/01/2022;integral;300-399
825;1947;M;-25K;VRAI;FAUX;Commercial;SUV;FAUX;9;1; Urban;01/04/2022;integral;300-399
826;1956;M;100K-125K;FAUX;FAUX;Private;SUV;FAUX;0;17; Urban;01/03/2022;express;200-299
827;1963;F;175K-200K;FAUX;FAUX;Commercial;Van;FAUX;4;8; Urban;01/01/2022;premium;300-399
828;2022;F;;FAUX;FAUX;Private;Minivan;FAUX;3;15; Urban;01/02/2022;express;200-299
829;1965;F;75K-100K;FAUX;FAUX;Private;Minivan;FAUX;0;1; Urban;01/03/2022;integral;300-399
830;1962;M;25K-50K;FAUX;FAUX;Commercial;Van;VRAI;0;10; Urban;01/04/2022;express;200-299
831;2001;F;25K-50K;FAUX;FAUX;Private;Minivan;VRAI;1;1; Urban;01/02/2022;integral;200-299
832;1945;M;50K-75K;VRAI;VRAI;Private;SUV;FAUX;2;7; Urban;01/04/2022;integral;200-299
833;1983;F;25K-50K;FAUX;FAUX;Commercial;Pickup;FAUX;3;; Rural;01/05/2022;express;200-299
834;2009;F;-25K;FAUX;FAUX;Private;SUV;FAUX;0;1; Rural;01/01/2022;integral;300-399
835;1981;M;;FAUX;FAUX;Private;SUV;FAUX;3;7; Urban;01/05/2022;express;200-299
836;2006;M;-25K;FAUX;FAUX;Private;SUV;FAUX;4;1; Urban;01/05/2022;premium;400-499
837;1961;F;75K-100K;FAUX;FAUX;Commercial;Van;VRAI;4;17; Urban;01/04/2022;express;200-299
838;1956;M;75K-100K;FAUX;FAUX;Private;SUV;FAUX;7;18; Urban;01/01/2022;integral;200-299
839;2007;M;150K-175K;FAUX;FAUX;Private;Pickup;FAUX;0;9; Urban;01/02/2022;premium;500-599
840;1961;F;50K-75K;FAUX;FAUX;Commercial;Van;VRAI;4;1; Urban;01/05/2022;premium;400-499
841;1978;F;-25K;VRAI;VRAI;Private;SUV;FAUX;0;1; Urban;01/03/2022;vip;900-999
842;2011;F;75K-100K;FAUX;FAUX;Commercial;Panel Truck;VRAI;0;10; Urban;01/04/2022;express;200-299
843;2001;M;-25K;FAUX;FAUX;Private;Minivan;FAUX;4;4; Rural;01/05/2022;integral;300-399
844;1936;F;-25K;VRAI;FAUX;Commercial;Panel Truck;VRAI;4;6; Urban;01/05/2022;integral;200-299
845;1997;F;100K-125K;VRAI;VRAI;Commercial;Pickup;FAUX;0;7; Rural;01/03/2022;integral;200-299
846;1981;F;150K-175K;FAUX;FAUX;Commercial;Panel Truck;VRAI;1;12; Urban;01/05/2022;integral;300-399
847;1969;M;25K-50K;FAUX;FAUX;Private;Van;FAUX;0;6; Urban;01/05/2022;express;200-299
848;1942;F;125K-150K;VRAI;FAUX;Private;SUV;FAUX;0;13; Urban;01/05/2022;premium;500-599
849;1964;M;25K-50K;FAUX;FAUX;Commercial;Pickup;FAUX;2;10; Urban;01/04/2022;premium;400-499
850;1991;F;25K-50K;FAUX;FAUX;Private;SUV;FAUX;6;13; Urban;01/03/2022;premium;400-499
851;1985;F;200K-225K;FAUX;FAUX;Private;Minivan;FAUX;0;17; Urban;01/04/2022;integral;300-399
852;1955;F;125K-150K;FAUX;FAUX;Commercial;Pickup;FAUX;0;9; Urban;01/01/2022;premium;400-499
853;2008;F;;FAUX;FAUX;Commercial;SUV;FAUX;4;9; Urban;01/03/2022;vip;700-799
854;1933;M;50K-75K;FAUX;FAUX;Private;Sports Car;FAUX;3;12; Urban;01/01/2022;express;200-299
855;1946;F;-25K;VRAI;FAUX;Private;Sports Car;FAUX;0;6; Urban;01/04/2022;integral;200-299
856;1936;F;25K-50K;FAUX;FAUX;Private;SUV;FAUX;4;; Urban;01/02/2022;premium;500-599
857;1935;M;50K-75K;VRAI;FAUX;Commercial;Panel Truck;VRAI;2;8; Urban;01/04/2022;integral;300-399
858;1983;M;100K-125K;VRAI;VRAI;Private;SUV;FAUX;4;6; Rural;01/01/2022;premium;300-399
859;1982;F;175K-200K;FAUX;FAUX;Commercial;Panel Truck;FAUX;5;12; Urban;01/01/2022;express;200-299
860;1965;M;125K-150K;FAUX;FAUX;Commercial;Van;FAUX;4;13; Urban;01/02/2022;integral;300-399
861;1961;F;50K-75K;FAUX;FAUX;Private;SUV;FAUX;0;1; Urban;01/04/2022;integral;300-399
862;1960;F;25K-50K;FAUX;FAUX;Private;Minivan;FAUX;5;15; Rural;01/02/2022;integral;300-399
863;2013;M;-25K;VRAI;VRAI;Private;SUV;FAUX;0;5; Urban;01/05/2022;express;200-299
864;1979;M;-25K;FAUX;FAUX;Private;Pickup;FAUX;2;1; Urban;01/02/2022;express;200-299
865;2016;F;175K-200K;FAUX;FAUX;Private;Minivan;VRAI;1;16; Urban;01/02/2022;premium;400-499
866;1943;M;50K-75K;VRAI;FAUX;Private;Pickup;VRAI;3;9; Urban;01/01/2022;integral;300-399
867;1972;M;50K-75K;FAUX;FAUX;Private;SUV;FAUX;0;8; Urban;01/05/2022;express;200-299
868;1968;F;75K-100K;FAUX;FAUX;Private;SUV;FAUX;3;; Urban;01/01/2022;premium;400-499
869;1974;M;50K-75K;FAUX;FAUX;Commercial;Van;FAUX;0;7; Urban;01/01/2022;integral;300-399
870;1941;M;-25K;FAUX;FAUX;Commercial;Pickup;FAUX;4;7; Urban;01/03/2022;integral;300-399
871;1933;F;25K-50K;VRAI;FAUX;Private;Minivan;FAUX;0;10; Urban;01/03/2022;integral;300-399
872;1960;M;-25K;FAUX;FAUX;Commercial;SUV;FAUX;0;7; Urban;01/03/2022;integral;200-299
873;1957;M;75K-100K;FAUX;FAUX;Commercial;SUV;VRAI;0;13; Urban;01/05/2022;integral;300-399
874;2012;F;50K-75K;FAUX;FAUX;Commercial;SUV;FAUX;0;12; Urban;01/02/2022;express;200-299
875;1935;M;25K-50K;FAUX;FAUX;Commercial;Pickup;VRAI;6;9; Urban;01/04/2022;premium;300-399
876;1969;F;75K-100K;FAUX;FAUX;Private;Minivan;FAUX;1;7; Urban;01/01/2022;integral;300-399
877;1963;M;125K-150K;FAUX;FAUX;Private;Minivan;FAUX;7;22; Urban;01/03/2022;integral;300-399
878;1969;M;-25K;FAUX;FAUX;Private;Van;VRAI;3;1; Urban;01/01/2022;integral;300-399
879;1942;F;50K-75K;VRAI;FAUX;Private;Sports Car;FAUX;0;; Urban;01/05/2022;integral;300-399
880;1936;M;50K-75K;FAUX;FAUX;Commercial;Pickup;VRAI;0;1; Urban;01/03/2022;express;200-299
881;1970;M;25K-50K;VRAI;VRAI;Private;Sports Car;FAUX;2;1; Rural;01/04/2022;express;200-299
882;1976;M;75K-100K;FAUX;FAUX;Private;Pickup;VRAI;0;9; Urban;01/05/2022;integral;300-399
883;1968;M;25K-50K;FAUX;FAUX;Commercial;Minivan;FAUX;0;10; Urban;01/01/2022;express;200-299
884;1971;F;75K-100K;FAUX;FAUX;Private;Minivan;VRAI;2;9; Urban;01/03/2022;express;200-299
885;1982;F;125K-150K;FAUX;FAUX;Private;Minivan;FAUX;0;11; Rural;01/01/2022;express;200-299
886;1956;F;50K-75K;FAUX;FAUX;Commercial;SUV;FAUX;1;1; Urban;01/04/2022;express;200-299
887;1947;F;;FAUX;FAUX;Commercial;Pickup;FAUX;0;15; Urban;01/04/2022;express;200-299
888;1961;M;-25K;FAUX;FAUX;Commercial;Pickup;FAUX;4;7; Urban;01/02/2022;premium;500-599
889;1950;F;-25K;FAUX;FAUX;Private;Minivan;VRAI;0;1; Rural;01/02/2022;integral;200-299
890;1957;M;-25K;VRAI;FAUX;Private;Pickup;FAUX;0;8; Rural;01/02/2022;express;200-299
891;1945;M;75K-100K;FAUX;FAUX;Private;Pickup;FAUX;1;9; Urban;01/03/2022;express;200-299
892;1987;F;;FAUX;FAUX;Private;SUV;FAUX;2;7; Rural;01/01/2022;express;200-299
893;1968;M;50K-75K;FAUX;FAUX;Private;Minivan;FAUX;2;14; Urban;01/05/2022;express;200-299
894;1998;M;25K-50K;FAUX;FAUX;Commercial;SUV;VRAI;0;1; Urban;01/03/2022;express;200-299
895;1942;F;25K-50K;FAUX;FAUX;Commercial;Panel Truck;FAUX;1;15; Urban;01/01/2022;express;200-299
896;1960;F;100K-125K;FAUX;FAUX;Private;Minivan;FAUX;1;20; Urban;01/04/2022;express;200-299
897;2022;F;75K-100K;VRAI;FAUX;Commercial;Panel Truck;FAUX;0;13; Urban;01/02/2022;premium;500-599
898;1943;M;25K-50K;VRAI;FAUX;Private;Sports Car;FAUX;4;9; Rural;01/01/2022;integral;300-399
899;1964;F;100K-125K;FAUX;FAUX;Private;Minivan;VRAI;0;19; Urban;01/03/2022;integral;300-399
900;1951;M;-25K;VRAI;FAUX;Private;Sports Car;FAUX;0;13; Urban;01/05/2022;premium;400-499
901;1982;M;;FAUX;FAUX;Commercial;Sports Car;FAUX;4;1; Urban;01/01/2022;integral;200-299
902;1972;F;-25K;VRAI;FAUX;Private;Sports Car;VRAI;10;0; Urban;01/04/2022;express;200-299
903;1992;F;75K-100K;FAUX;FAUX;Private;SUV;FAUX;0;1; Rural;01/05/2022;express;200-299
904;2012;F;25K-50K;VRAI;VRAI;Commercial;Minivan;VRAI;0;10; Urban;01/04/2022;integral;200-299
905;1990;M;75K-100K;FAUX;FAUX;Private;SUV;FAUX;4;1; Urban;01/02/2022;express;200-299
906;1971;F;25K-50K;FAUX;FAUX;Private;Minivan;FAUX;0;1; Rural;01/01/2022;vip;700-799
907;1983;M;75K-100K;FAUX;FAUX;Private;Minivan;VRAI;2;11; Urban;01/03/2022;express;200-299
908;1970;F;-25K;VRAI;FAUX;Private;Pickup;FAUX;0;6; Urban;01/02/2022;integral;300-399
909;1999;M;-25K;VRAI;VRAI;Commercial;SUV;FAUX;0;8; Rural;01/02/2022;express;200-299
910;1998;F;100K-125K;FAUX;FAUX;Commercial;Van;VRAI;2;; Urban;01/01/2022;integral;300-399
911;1994;F;50K-75K;VRAI;VRAI;Private;Pickup;VRAI;0;11; Urban;01/05/2022;express;200-299
912;1951;M;25K-50K;VRAI;FAUX;Commercial;Pickup;FAUX;2;1; Urban;01/02/2022;express;200-299
913;2009;F;50K-75K;VRAI;FAUX;Commercial;Pickup;VRAI;0;1; Urban;01/04/2022;premium;500-599
914;1971;F;50K-75K;FAUX;FAUX;Commercial;SUV;FAUX;0;8; Rural;01/03/2022;integral;300-399
915;1999;F;75K-100K;FAUX;FAUX;Private;Sports Car;FAUX;1;17; Urban;01/05/2022;express;200-299
916;1955;M;-25K;VRAI;FAUX;Commercial;SUV;FAUX;3;8; Urban;01/01/2022;express;200-299
917;1942;F;-25K;FAUX;FAUX;Commercial;Pickup;VRAI;2;1; Rural;01/02/2022;integral;200-299
918;1979;F;100K-125K;FAUX;FAUX;Commercial;Sports Car;FAUX;1;6; Urban;01/02/2022;integral;300-399
919;1971;M;50K-75K;VRAI;FAUX;Private;Minivan;FAUX;0;9; Urban;01/01/2022;integral;300-399
920;1947;F;50K-75K;VRAI;VRAI;Private;Sports Car;FAUX;4;14; Urban;01/05/2022;integral;300-399
921;1955;M;50K-75K;FAUX;FAUX;Commercial;SUV;FAUX;0;11; Urban;01/05/2022;express;200-299
922;1940;M;50K-75K;VRAI;VRAI;Private;SUV;FAUX;0;6; Urban;01/02/2022;integral;200-299
923;1963;F;-25K;VRAI;VRAI;Private;Minivan;VRAI;0;; Urban;01/05/2022;express;200-299
924;1950;F;175K-200K;VRAI;FAUX;Commercial;Panel Truck;VRAI;0;7; Urban;01/02/2022;premium;300-399
925;2001;F;25K-50K;VRAI;VRAI;Private;Minivan;VRAI;0;6; Urban;01/02/2022;express;200-299
926;2019;M;50K-75K;VRAI;FAUX;Private;SUV;FAUX;1;1; Urban;01/03/2022;premium;500-599
927;1972;F;-25K;FAUX;FAUX;Commercial;SUV;FAUX;0;7; Rural;01/05/2022;express;200-299
928;1968;F;-25K;VRAI;FAUX;Private;Sports Car;FAUX;6;4; Urban;01/03/2022;integral;300-399
929;2011;M;-25K;VRAI;FAUX;Commercial;SUV;FAUX;4;10; Urban;01/04/2022;integral;300-399
930;1947;M;75K-100K;FAUX;FAUX;Commercial;Minivan;VRAI;11;7; Urban;01/04/2022;express;200-299
931;1977;M;25K-50K;FAUX;FAUX;Commercial;Van;FAUX;1;12; Urban;01/04/2022;premium;300-399
932;1973;M;-25K;FAUX;FAUX;Commercial;Panel Truck;FAUX;0;1; Rural;01/04/2022;express;200-299
933;2015;M;50K-75K;FAUX;FAUX;Commercial;Pickup;VRAI;2;10; Rural;01/03/2022;integral;200-299
934;1974;F;75K-100K;FAUX;FAUX;Commercial;Panel Truck;VRAI;0;6; Urban;01/02/2022;integral;200-299
935;1951;F;175K-200K;FAUX;FAUX;Private;Minivan;FAUX;0;; Urban;01/03/2022;integral;300-399
936;1968;M;75K-100K;VRAI;VRAI;Commercial;Minivan;FAUX;4;1; Urban;01/02/2022;express;200-299
937;1945;M;50K-75K;FAUX;FAUX;Commercial;Minivan;FAUX;4;10; Urban;01/02/2022;premium;300-399
938;1950;F;50K-75K;FAUX;FAUX;Private;Minivan;FAUX;0;; Urban;01/01/2022;integral;200-299
939;1998;M;-25K;VRAI;FAUX;Private;Minivan;VRAI;0;; Urban;01/05/2022;integral;200-299
940;1957;M;25K-50K;FAUX;FAUX;Private;Van;VRAI;1;12; Urban;01/01/2022;premium;500-599
941;1978;M;100K-125K;FAUX;FAUX;Commercial;SUV;FAUX;1;1; Urban;01/05/2022;integral;300-399
942;2009;F;100K-125K;VRAI;VRAI;Commercial;Panel Truck;VRAI;3;1; Urban;01/02/2022;premium;400-499
943;1968;M;25K-50K;VRAI;FAUX;Private;SUV;FAUX;0;8; Urban;01/01/2022;express;200-299
944;1960;F;150K-175K;FAUX;FAUX;Commercial;Pickup;FAUX;0;; Urban;01/03/2022;express;200-299
945;1934;F;50K-75K;FAUX;FAUX;Private;Sports Car;FAUX;4;8; Urban;01/04/2022;express;200-299
946;2019;F;50K-75K;FAUX;FAUX;Private;SUV;FAUX;6;16; Urban;01/01/2022;integral;300-399
947;2008;F;;VRAI;FAUX;Private;Minivan;VRAI;1;8; Urban;01/03/2022;express;200-299
948;1991;M;50K-75K;FAUX;FAUX;Private;Minivan;FAUX;0;10; Urban;01/04/2022;premium;400-499
949;1957;F;125K-150K;FAUX;FAUX;Commercial;Panel Truck;FAUX;3;13; Urban;01/01/2022;integral;300-399
950;1973;M;100K-125K;FAUX;FAUX;Private;Minivan;VRAI;0;19; Urban;01/01/2022;integral;200-299
951;1953;M;100K-125K;VRAI;VRAI;Private;SUV;FAUX;1;11; Urban;01/05/2022;premium;400-499
952;1940;F;25K-50K;VRAI;VRAI;Private;SUV;FAUX;2;19; Urban;01/03/2022;express;200-299
953;1989;M;-25K;FAUX;FAUX;Private;Sports Car;FAUX;2;5; Rural;01/05/2022;integral;300-399
954;1947;M;300K+;FAUX;FAUX;Private;Minivan;FAUX;2;19; Urban;01/02/2022;integral;300-399
955;2020;M;-25K;VRAI;FAUX;Private;SUV;FAUX;2;8; Urban;01/01/2022;express;200-299
956;1985;M;-25K;VRAI;VRAI;Private;SUV;FAUX;4;11; Rural;01/04/2022;vip;500-599
957;1964;F;;FAUX;FAUX;Private;SUV;FAUX;0;12; Urban;01/04/2022;integral;300-399
958;1955;M;25K-50K;VRAI;VRAI;Commercial;Pickup;VRAI;0;7; Urban;01/02/2022;premium;300-399
959;1972;F;50K-75K;FAUX;FAUX;Commercial;Panel Truck;VRAI;0;15; Urban;01/04/2022;express;200-299
960;2007;M;-25K;VRAI;FAUX;Private;Sports Car;FAUX;0;1; Rural;01/04/2022;premium;400-499
961;1962;M;-25K;FAUX;FAUX;Commercial;Minivan;VRAI;2;8; Urban;01/02/2022;premium;400-499
962;1959;F;25K-50K;FAUX;FAUX;Commercial;Pickup;VRAI;6;1; Urban;01/02/2022;premium;300-399
963;1952;M;100K-125K;FAUX;FAUX;Private;SUV;FAUX;1;15; Urban;01/05/2022;premium;300-399
964;1968;F;175K-200K;VRAI;VRAI;Private;Minivan;FAUX;0;20; Urban;01/03/2022;integral;300-399
